resonance_rad (um),t (s),Eigenfrequency (Hz),"Velocity, X component (m^4/s)","Velocity, Y component (m^4/s)","Velocity, Z component (m^4/s)",Velocity magnitude (m^4/s),1 (m^3)
10,1.04,9.45E+06,2.1804E-39-2.1436E-39i,-3.2844E-39+6.1773E-38i,1.6991E-38-5.2160E-38i,4.52E-37,4.32E-14
10,1.06,2.49E+06,2.4048E-40-1.1169E-40i,-4.8942E-39-1.2301E-36i,3.6972E-38-7.5530E-38i,2.89E-37,4.32E-14
10,1.06,2.49E+06,-3.3456E-39+4.0215E-39i,1.2777E-37-1.3868E-36i,-1.0971E-35+1.7578E-35i,1.37E-35,4.32E-14
10,1.06,2.84E+06,-1.2903E-38-1.3718E-38i,6.5490E-37-3.1739E-36i,1.0633E-37+3.0843E-38i,3.12E-35,4.32E-14
10,1.06,2.87E+06,-3.1370E-38+9.8357E-39i,1.2558E-37+2.8631E-37i,-1.8936E-37-1.3239E-37i,7.64E-35,4.32E-14
10,1.06,2.88E+06,-1.3809E-35-1.2994E-35i,1.3794E-36-7.7693E-37i,2.4446E-37-2.4687E-37i,6.16E-34,4.32E-14
10,1.06,4.58E+06,-3.3648E-39-4.1435E-39i,-5.9216E-38-5.2404E-37i,2.9467E-36+3.8480E-36i,8.78E-36,4.32E-14
10,1.06,4.58E+06,4.1849E-40+1.0167E-39i,-4.8921E-39-4.6515E-37i,-2.6598E-38-4.2894E-38i,1.86E-37,4.32E-14
10,1.06,4.73E+06,-7.9737E-41-1.7597E-39i,-5.4094E-40+2.9994E-39i,2.0963E-40+2.0033E-40i,1.04E-37,4.32E-14
10,1.06,5.72E+06,-4.7777E-38-1.3785E-37i,-2.4066E-37+6.0266E-38i,-6.5233E-40+4.6511E-39i,5.90E-36,4.32E-14
10,1.06,6.07E+06,5.1730E-39+1.5957E-38i,5.1331E-37-1.3927E-37i,1.5578E-38+1.0272E-38i,3.13E-36,4.32E-14
10,1.06,6.11E+06,-5.2791E-38-1.4415E-36i,4.2007E-37-1.6970E-36i,-1.0787E-35+2.1995E-37i,4.16E-35,4.32E-14
10,1.06,6.37E+06,1.3935E-38-1.1011E-38i,3.8244E-39+9.5630E-38i,-4.2369E-38-7.9056E-38i,4.59E-36,4.32E-14
10,1.06,6.40E+06,-1.3965E-37-4.6810E-38i,-1.1287E-37-1.0183E-37i,-9.2069E-38-2.3447E-37i,9.82E-36,4.32E-14
10,1.06,6.46E+06,-1.6420E-38+1.6140E-38i,1.5072E-36+4.4109E-36i,7.9182E-36+1.9938E-35i,6.86E-35,4.32E-14
10,1.06,6.48E+06,-1.4579E-38-8.5689E-39i,4.1456E-37-3.1312E-36i,5.4874E-38+2.2459E-37i,3.49E-36,4.32E-14
10,1.06,6.49E+06,5.5963E-38-2.2444E-38i,-3.6518E-37-1.6836E-36i,-1.1987E-36+1.1710E-35i,5.66E-35,4.32E-14
10,1.06,6.76E+06,7.8349E-40-2.4286E-39i,-1.7809E-37+4.6310E-38i,-3.1881E-37+2.5433E-38i,5.36E-35,4.32E-14
10,1.06,6.76E+06,-2.1682E-37+1.1657E-37i,1.4391E-37+1.3550E-36i,-1.6735E-37-1.2635E-36i,2.72E-35,4.32E-14
10,1.06,7.23E+06,-7.2834E-38+6.2796E-38i,2.5470E-38-5.2026E-38i,5.6154E-39+3.6021E-37i,1.27E-36,4.32E-14
10,1.06,7.25E+06,2.3096E-36-7.0426E-37i,1.4201E-37+1.5765E-36i,4.8988E-38+5.7040E-37i,5.88E-36,4.32E-14
10,1.06,7.38E+06,-4.5335E-39-2.1150E-39i,9.6175E-38-1.8163E-36i,-2.1305E-37+9.9097E-38i,6.91E-37,4.32E-14
10,1.06,7.38E+06,-3.9641E-38+2.9586E-38i,-2.1351E-37-1.6481E-36i,1.0537E-35-7.3013E-36i,2.05E-35,4.32E-14
10,1.06,7.82E+06,-6.8005E-36+3.4924E-36i,-3.2452E-37+2.9033E-37i,1.0151E-36-7.3442E-37i,3.46E-34,4.32E-14
10,1.06,8.07E+06,-3.8131E-38+7.5598E-37i,1.5478E-39+7.2616E-39i,1.8071E-39+9.9092E-39i,3.87E-37,4.32E-14
10,1.06,8.09E+06,1.9759E-36-1.7497E-35i,-3.5689E-38+1.8543E-38i,1.2469E-39-2.1382E-38i,2.72E-36,4.32E-14
10,1.06,8.63E+06,2.0264E-37-4.2386E-37i,4.2095E-38-3.3075E-38i,3.2319E-36+6.9438E-37i,3.89E-35,4.32E-14
10,1.06,8.91E+06,-7.4726E-38+3.6024E-38i,-1.1883E-38-2.0560E-38i,1.5745E-39+8.7802E-40i,4.69E-36,4.32E-14
10,1.06,9.09E+06,-5.5171E-38+1.4232E-37i,4.2627E-38-7.9595E-38i,-1.0372E-37+5.4274E-38i,3.76E-35,4.32E-14
10,1.06,9.45E+06,2.1028E-39-1.9281E-39i,6.8358E-40+5.1937E-38i,-1.3572E-38+3.6016E-38i,4.11E-37,4.32E-14
10,1.06,9.46E+06,3.4281E-39-1.9749E-39i,-6.2228E-39+6.4618E-38i,3.2599E-38-6.3841E-38i,8.59E-37,4.32E-14
10,1.08,2.48E+06,3.0664E-40-1.0771E-40i,-6.2702E-39-1.2231E-36i,2.4536E-38-3.7718E-38i,3.67E-37,4.32E-14
10,1.08,2.49E+06,-9.4452E-39+5.4881E-39i,3.7744E-37-1.4720E-36i,-3.1876E-35+2.8066E-35i,3.96E-35,4.32E-14
10,1.08,2.85E+06,-1.0920E-38-1.0133E-38i,4.9623E-37-3.2576E-36i,8.4244E-38+1.9324E-38i,2.44E-35,4.32E-14
10,1.08,2.88E+06,-2.1381E-38+6.5921E-39i,1.2954E-37+2.0122E-37i,-1.5356E-37-8.1133E-38i,6.35E-35,4.32E-14
10,1.08,2.90E+06,-1.6593E-35-2.0911E-35i,1.5007E-36-5.3552E-37i,2.9094E-37-2.1812E-37i,7.43E-34,4.32E-14
10,1.08,4.58E+06,-8.2661E-39-5.6090E-39i,-1.3530E-37-5.4255E-37i,6.8793E-36+4.8649E-36i,2.05E-35,4.32E-14
10,1.08,4.58E+06,5.4063E-40+9.8463E-40i,-6.7939E-39-4.6563E-37i,-2.0586E-38-2.2870E-38i,2.25E-37,4.32E-14
10,1.08,4.72E+06,-1.0674E-40-1.7610E-39i,-7.1137E-40+2.9618E-39i,2.7892E-40+1.7660E-40i,1.39E-37,4.32E-14
10,1.08,5.72E+06,-5.6140E-38-1.2063E-37i,-2.9129E-37+1.1167E-37i,-8.2754E-40+4.5135E-39i,6.94E-36,4.32E-14
10,1.08,6.08E+06,5.9567E-39+1.3770E-38i,6.5040E-37-2.4420E-37i,1.9855E-38+7.3737E-39i,3.98E-36,4.32E-14
10,1.08,6.11E+06,-6.6491E-38-1.4037E-36i,5.4411E-37-1.6401E-36i,-1.3911E-35+4.4984E-37i,5.35E-35,4.32E-14
10,1.08,6.37E+06,1.8120E-38-1.5766E-38i,4.6180E-39+9.8301E-38i,-5.4038E-38-7.3382E-38i,5.81E-36,4.32E-14
10,1.08,6.40E+06,-1.7713E-37-1.6262E-38i,-1.4057E-37-7.4767E-38i,-1.2149E-37-2.2745E-37i,1.26E-35,4.32E-14
10,1.08,6.46E+06,-2.0290E-38+9.6945E-39i,6.3196E-37+3.1420E-36i,4.7900E-36+2.0252E-35i,6.92E-35,4.32E-14
10,1.08,6.48E+06,-1.8381E-38-9.8329E-39i,5.4362E-37-3.1209E-36i,5.6684E-38+8.5956E-38i,3.61E-36,4.32E-14
10,1.08,6.50E+06,5.8266E-38-2.0854E-38i,-3.6149E-37-1.5994E-36i,-1.2099E-36+1.2817E-35i,5.80E-35,4.32E-14
10,1.08,6.76E+06,-5.7393E-40-1.9378E-39i,-1.3311E-37+2.6651E-38i,-2.4255E-37+1.7231E-39i,4.05E-35,4.32E-14
10,1.08,6.76E+06,-3.2364E-37+1.3260E-37i,1.2951E-37+1.4533E-36i,-1.8682E-37-1.3183E-36i,2.96E-35,4.32E-14
10,1.08,7.23E+06,-9.5958E-38+5.8668E-38i,3.4078E-38-5.1852E-38i,7.5585E-39+3.5970E-37i,1.69E-36,4.32E-14
10,1.08,7.25E+06,3.0871E-36-7.2288E-37i,1.9257E-37+1.6140E-36i,6.6030E-38+5.6929E-37i,7.87E-36,4.32E-14
10,1.08,7.38E+06,-6.0474E-39-2.0850E-39i,1.3069E-37-1.8388E-36i,-2.6497E-37+8.9910E-38i,8.94E-37,4.32E-14
10,1.08,7.38E+06,-3.9242E-38+2.3620E-38i,-1.6705E-37-1.7155E-36i,9.8986E-36-5.2198E-36i,1.92E-35,4.32E-14
10,1.08,7.82E+06,-7.2649E-36+2.8031E-36i,-3.2463E-37+2.7405E-37i,1.0285E-36-6.5773E-37i,3.51E-34,4.32E-14
10,1.08,8.07E+06,-5.0710E-38+7.4679E-37i,2.0553E-39+7.1425E-39i,2.4008E-39+9.8049E-39i,5.15E-37,4.32E-14
10,1.08,8.09E+06,2.6647E-36-1.7462E-35i,-4.7653E-38+1.5083E-38i,1.7023E-39-2.1394E-38i,3.66E-36,4.32E-14
10,1.08,8.63E+06,2.3505E-37-3.7142E-37i,5.1266E-38-2.5535E-38i,3.8660E-36+1.3157E-36i,4.52E-35,4.32E-14
10,1.08,8.90E+06,-5.9790E-38+2.1275E-38i,-1.0272E-38-2.4223E-38i,1.0401E-39+1.2021E-39i,3.72E-36,4.32E-14
10,1.08,9.09E+06,-8.1545E-38+1.4218E-37i,6.4232E-38-8.2996E-38i,-1.5080E-37+2.9647E-38i,5.82E-35,4.32E-14
10,1.08,9.46E+06,2.9341E-39-2.0302E-39i,1.1042E-40+5.4609E-38i,-1.1981E-38+2.3728E-38i,4.50E-37,4.32E-14
10,1.08,9.46E+06,5.0282E-39-1.4707E-39i,-1.2358E-38+6.9678E-38i,6.4837E-38-8.5390E-38i,1.72E-36,4.32E-14
10,1.1,2.48E+06,3.7130E-40-1.0960E-40i,-7.6624E-39-1.2142E-36i,1.8573E-38-2.2939E-38i,4.48E-37,4.32E-14
10,1.1,2.50E+06,-1.7931E-38+2.0852E-39i,7.7245E-37-1.4257E-36i,-6.4874E-35+2.4367E-35i,8.06E-35,4.32E-14
10,1.1,2.85E+06,-9.3629E-39-8.0817E-39i,3.9899E-37-3.3190E-36i,7.0354E-38+1.3960E-38i,2.02E-35,4.32E-14
10,1.1,2.89E+06,-1.6435E-38+4.9713E-39i,1.2055E-37+1.4307E-37i,-1.2642E-37-5.4462E-38i,5.35E-35,4.32E-14
10,1.1,2.92E+06,-1.8155E-35-2.9473E-35i,1.5528E-36-3.2550E-37i,3.1546E-37-1.7808E-37i,8.37E-34,4.32E-14
10,1.1,4.57E+06,-1.5031E-38-3.8901E-39i,-2.4226E-37-5.2626E-37i,1.2234E-35+3.3536E-36i,3.64E-35,4.32E-14
10,1.1,4.58E+06,6.6671E-40+9.6435E-40i,-8.6746E-39-4.6602E-37i,-1.6634E-38-1.3113E-38i,2.72E-37,4.32E-14
10,1.1,4.72E+06,-1.3410E-40-1.7627E-39i,-8.7384E-40+2.9152E-39i,3.4763E-40+1.4744E-40i,1.74E-37,4.32E-14
10,1.1,5.71E+06,-5.8052E-38-9.8840E-38i,-3.1186E-37+1.5916E-37i,-9.3170E-40+4.1926E-39i,7.19E-36,4.32E-14
10,1.1,6.08E+06,5.6711E-39+1.0458E-38i,7.0563E-37-3.3462E-37i,2.1770E-38+3.8059E-39i,4.34E-36,4.32E-14
10,1.1,6.11E+06,-7.7865E-38-1.3559E-36i,6.5583E-37-1.5750E-36i,-1.6653E-35+7.1076E-37i,6.40E-35,4.32E-14
10,1.1,6.37E+06,2.2095E-38-2.1719E-38i,5.1240E-39+1.0141E-37i,-6.4371E-38-6.7244E-38i,6.86E-36,4.32E-14
10,1.1,6.40E+06,-2.0773E-37+1.9804E-38i,-1.6126E-37-4.3879E-38i,-1.5052E-37-2.2027E-37i,1.49E-35,4.32E-14
10,1.1,6.45E+06,-1.9813E-38+7.4383E-39i,4.8323E-37+2.3203E-36i,4.3642E-36+1.9571E-35i,7.11E-35,4.32E-14
10,1.1,6.48E+06,-2.2174E-38-1.1325E-38i,6.6888E-37-3.0923E-36i,6.1151E-38+1.6600E-38i,3.87E-36,4.32E-14
10,1.1,6.50E+06,6.0805E-38-2.0316E-38i,-3.6607E-37-1.5409E-36i,-1.2219E-36+1.3781E-35i,5.98E-35,4.32E-14
10,1.1,6.76E+06,-1.4730E-39-1.6977E-39i,-1.0589E-37+1.6451E-38i,-1.9491E-37-8.2872E-39i,3.25E-35,4.32E-14
10,1.1,6.76E+06,-4.5259E-37+1.4216E-37i,8.5942E-38+1.5472E-36i,-1.8834E-37-1.3671E-36i,3.21E-35,4.32E-14
10,1.1,7.23E+06,-1.1818E-37+5.3426E-38i,4.2803E-38-5.1637E-38i,9.4592E-39+3.5903E-37i,2.10E-36,4.32E-14
10,1.1,7.25E+06,3.8705E-36-7.4876E-37i,2.4511E-37+1.6624E-36i,8.3360E-38+5.6780E-37i,9.88E-36,4.32E-14
10,1.1,7.38E+06,-7.5490E-39-2.0299E-39i,1.6729E-37-1.8684E-36i,-3.0400E-37+7.9307E-38i,1.08E-36,4.32E-14
10,1.1,7.38E+06,-3.9464E-38+2.1040E-38i,-1.2544E-37-1.7696E-36i,9.4673E-36-4.0713E-36i,1.84E-35,4.32E-14
10,1.1,7.82E+06,-7.5945E-36+2.3620E-36i,-3.1259E-37+2.6647E-37i,1.0075E-36-6.1709E-37i,3.44E-34,4.32E-14
10,1.1,8.07E+06,-6.3187E-38+7.3474E-37i,2.5540E-39+6.9878E-39i,2.9869E-39+9.6720E-39i,6.43E-37,4.32E-14
10,1.1,8.09E+06,3.3652E-36-1.7421E-35i,-5.9663E-38+1.0553E-38i,2.1731E-39-2.1420E-38i,4.61E-36,4.32E-14
10,1.1,8.62E+06,2.5223E-37-3.2156E-37i,5.8482E-38-1.8575E-38i,4.3064E-36+1.8897E-36i,4.87E-35,4.32E-14
10,1.1,8.89E+06,-4.9866E-38+1.3896E-38i,-9.3580E-39-2.7968E-38i,6.4174E-40+1.3608E-39i,3.07E-36,4.32E-14
10,1.1,9.09E+06,-1.2276E-37+1.4135E-37i,9.9273E-38-8.7940E-38i,-2.1773E-37-1.7410E-38i,9.44E-35,4.32E-14
10,1.1,9.47E+06,3.7589E-39-2.0894E-39i,-7.1056E-40+5.7408E-38i,-9.1206E-39+1.4595E-38i,4.86E-37,4.32E-14
10,1.1,9.47E+06,7.2151E-39+1.5031E-40i,-2.6860E-38+7.6571E-38i,1.3558E-37-1.0953E-37i,3.72E-36,4.32E-14
10,1.12,2.47E+06,4.3293E-40-1.1268E-40i,-9.0196E-39-1.2036E-36i,1.4998E-38-1.5511E-38i,5.28E-37,4.32E-14
10,1.12,2.50E+06,-2.4185E-38-7.5568E-39i,1.1471E-36-1.1785E-36i,-9.6180E-35-1.8530E-36i,1.19E-34,4.32E-14
10,1.12,2.85E+06,-8.1591E-39-6.8376E-39i,3.3435E-37-3.3729E-36i,6.0966E-38+1.1088E-38i,1.75E-35,4.32E-14
10,1.12,2.91E+06,-1.3551E-38+4.0928E-39i,1.0762E-37+1.0381E-37i,-1.0629E-37-3.9219E-38i,4.62E-35,4.32E-14
10,1.12,2.95E+06,-1.5328E-35-3.0932E-35i,1.2630E-36-1.2911E-37i,2.6150E-37-1.1153E-37i,7.30E-34,4.32E-14
10,1.12,4.57E+06,-2.0796E-38+1.9900E-39i,-3.3991E-37-4.6354E-37i,1.6762E-35-1.4124E-36i,5.00E-35,4.32E-14
10,1.12,4.58E+06,7.9601E-40+9.4800E-40i,-1.0552E-38-4.6641E-37i,-1.3879E-38-7.7041E-39i,3.23E-37,4.32E-14
10,1.12,4.72E+06,-1.6190E-40-1.7649E-39i,-1.0269E-39+2.8606E-39i,4.1556E-40+1.1374E-40i,2.09E-37,4.32E-14
10,1.12,5.70E+06,-5.8216E-38-8.1599E-38i,-3.2493E-37+2.0671E-37i,-1.0207E-39+3.9929E-39i,7.23E-36,4.32E-14
10,1.12,6.08E+06,4.6717E-39+7.1255E-39i,6.9185E-37-3.9339E-37i,2.1723E-38+5.8616E-40i,4.28E-36,4.32E-14
10,1.12,6.12E+06,-8.8070E-38-1.2986E-36i,7.5290E-37-1.5070E-36i,-1.8945E-35+1.0038E-36i,7.29E-35,4.32E-14
10,1.12,6.37E+06,2.5952E-38-2.8903E-38i,5.3641E-39+1.0478E-37i,-7.3650E-38-6.1072E-38i,7.76E-36,4.32E-14
10,1.12,6.40E+06,-2.3076E-37+5.9375E-38i,-1.7480E-37-1.1339E-38i,-1.8022E-37-2.1459E-37i,1.67E-35,4.32E-14
10,1.12,6.45E+06,-1.8820E-38+6.9520E-39i,4.3214E-37+1.7911E-36i,4.3728E-36+1.8724E-35i,7.24E-35,4.32E-14
10,1.12,6.48E+06,-2.5883E-38-1.3061E-38i,7.8952E-37-3.0524E-36i,6.7285E-38-2.2722E-38i,4.19E-36,4.32E-14
10,1.12,6.51E+06,6.3049E-38-2.0277E-38i,-3.7435E-37-1.5048E-36i,-1.2352E-36+1.4603E-35i,6.15E-35,4.32E-14
10,1.12,6.76E+06,-2.1381E-39-1.5903E-39i,-8.7787E-38+1.0367E-38i,-1.6211E-37-1.3171E-38i,2.70E-35,4.32E-14
10,1.12,6.77E+06,-6.0508E-37+1.4194E-37i,2.0656E-38+1.6313E-36i,-1.7629E-37-1.4069E-36i,3.52E-35,4.32E-14
10,1.12,7.23E+06,-1.3937E-37+4.7111E-38i,5.1674E-38-5.1389E-38i,1.1321E-38+3.5823E-37i,2.51E-36,4.32E-14
10,1.12,7.25E+06,4.6597E-36-7.8323E-37i,3.0025E-37+1.7218E-36i,1.0106E-37+5.6588E-37i,1.19E-35,4.32E-14
10,1.12,7.38E+06,-9.0201E-39-1.9379E-39i,2.0681E-37-1.9055E-36i,-3.3020E-37+6.7883E-38i,1.25E-36,4.32E-14
10,1.12,7.38E+06,-4.0557E-38+2.0514E-38i,-9.0606E-38-1.8202E-36i,9.3246E-36-3.4234E-36i,1.81E-35,4.32E-14
10,1.12,7.82E+06,-7.8701E-36+2.0578E-36i,-2.9423E-37+2.6063E-37i,9.6891E-37-5.9312E-37i,3.32E-34,4.32E-14
10,1.12,8.07E+06,-7.5490E-38+7.1971E-37i,3.0399E-39+6.7962E-39i,3.5637E-39+9.5116E-39i,7.70E-37,4.32E-14
10,1.12,8.09E+06,4.0835E-36-1.7376E-35i,-7.1737E-38+4.8869E-39i,2.6653E-39-2.1465E-38i,5.58E-36,4.32E-14
10,1.12,8.62E+06,2.5843E-37-2.7737E-37i,6.4455E-38-1.2750E-38i,4.6084E-36+2.3743E-36i,5.01E-35,4.32E-14
10,1.12,8.87E+06,-4.2930E-38+9.7016E-39i,-8.8557E-39-3.2097E-38i,3.2574E-40+1.4471E-39i,2.61E-36,4.32E-14
10,1.12,9.08E+06,-2.0397E-37+1.3065E-37i,1.7185E-37-8.9110E-38i,-3.2824E-37-1.3384E-37i,1.77E-34,4.32E-14
10,1.12,9.47E+06,4.5156E-39-2.1256E-39i,-1.5685E-39+6.0234E-38i,-6.5892E-39+9.0712E-39i,5.41E-37,4.32E-14
10,1.12,9.48E+06,9.1731E-39+4.7993E-39i,-5.8925E-38+7.6985E-38i,2.7049E-37-8.3955E-38i,7.96E-36,4.32E-14
10,1.14,2.46E+06,4.9122E-40-1.1538E-40i,-1.0326E-38-1.1917E-36i,1.2589E-38-1.1219E-38i,6.07E-37,4.32E-14
10,1.14,2.50E+06,-2.4777E-38-1.8969E-38i,1.3194E-36-8.5033E-37i,-1.1066E-34-3.8693E-35i,1.37E-34,4.32E-14
10,1.14,2.85E+06,-7.2194E-39-6.0482E-39i,2.8863E-37-3.4250E-36i,5.4314E-38+9.4055E-39i,1.56E-35,4.32E-14
10,1.14,2.93E+06,-1.1690E-38+3.5878E-39i,9.4482E-38+7.6963E-38i,-9.1120E-38-2.9793E-38i,4.06E-35,4.32E-14
10,1.14,2.98E+06,-1.3065E-35-3.1835E-35i,1.0462E-36-2.3520E-38i,2.1659E-37-6.8149E-38i,6.42E-34,4.32E-14
10,1.14,4.56E+06,-2.3102E-38+9.7396E-39i,-3.9072E-37-3.7989E-37i,1.8568E-35-7.6161E-36i,5.57E-35,4.32E-14
10,1.14,4.57E+06,9.2834E-40+9.3261E-40i,-1.2439E-38-4.6683E-37i,-1.1857E-38-4.4221E-39i,3.76E-37,4.32E-14
10,1.14,4.72E+06,-1.9026E-40-1.7676E-39i,-1.1693E-39+2.7992E-39i,4.8236E-40+7.6431E-41i,2.43E-37,4.32E-14
10,1.14,5.70E+06,-5.7351E-38-6.7878E-38i,-3.3317E-37+2.5435E-37i,-1.0976E-39+3.8808E-39i,7.14E-36,4.32E-14
10,1.14,6.09E+06,3.5669E-39+4.5828E-39i,6.6712E-37-4.3960E-37i,2.1522E-38-1.9286E-39i,4.15E-36,4.32E-14
10,1.14,6.12E+06,-9.3760E-38-1.1759E-36i,7.9609E-37-1.3760E-36i,-1.9780E-35+1.2788E-36i,7.66E-35,4.32E-14
10,1.14,6.38E+06,2.9801E-38-3.7447E-38i,5.3725E-39+1.0824E-37i,-8.2306E-38-5.5182E-38i,8.52E-36,4.32E-14
10,1.14,6.41E+06,-2.4603E-37+1.0038E-37i,-1.8172E-37+2.0819E-38i,-2.1300E-37-2.1310E-37i,1.81E-35,4.32E-14
10,1.14,6.44E+06,-1.9282E-38+7.9116E-39i,4.1055E-37+1.4266E-36i,4.5835E-36+1.7781E-35i,7.33E-35,4.32E-14
10,1.14,6.49E+06,-2.9467E-38-1.5032E-38i,9.0517E-37-3.0046E-36i,7.4687E-38-4.7385E-38i,4.56E-36,4.32E-14
10,1.14,6.51E+06,6.4703E-38-2.0512E-38i,-3.8412E-37-1.4880E-36i,-1.2553E-36+1.5292E-35i,6.30E-35,4.32E-14
10,1.14,6.76E+06,-2.6727E-39-1.5651E-39i,-7.4931E-38+6.4143E-39i,-1.3800E-37-1.5800E-38i,2.31E-35,4.32E-14
10,1.14,6.77E+06,-7.8283E-37+1.2974E-37i,-5.8832E-38+1.7039E-36i,-1.5544E-37-1.4369E-36i,3.86E-35,4.32E-14
10,1.14,7.23E+06,-1.5943E-37+3.9764E-38i,6.0725E-38-5.1116E-38i,1.3139E-38+3.5727E-37i,2.92E-36,4.32E-14
10,1.14,7.25E+06,5.4538E-36-8.2782E-37i,3.5858E-37+1.7923E-36i,1.1920E-37+5.6343E-37i,1.39E-35,4.32E-14
10,1.14,7.38E+06,-1.0435E-38-1.7936E-39i,2.5025E-37-1.9510E-36i,-3.4472E-37+5.6154E-38i,1.42E-36,4.32E-14
10,1.14,7.38E+06,-4.2462E-38+2.1473E-38i,-6.2025E-38-1.8724E-36i,9.4596E-36-3.0667E-36i,1.84E-35,4.32E-14
10,1.14,7.82E+06,-8.1180E-36+1.8324E-36i,-2.7242E-37+2.5302E-37i,9.2054E-37-5.7596E-37i,3.16E-34,4.32E-14
10,1.14,8.07E+06,-8.7527E-38+7.0156E-37i,3.5084E-39+6.5657E-39i,4.1300E-39+9.3251E-39i,8.95E-37,4.32E-14
10,1.14,8.10E+06,4.8266E-36-1.7331E-35i,-8.3897E-38-2.0058E-39i,3.1851E-39-2.1536E-38i,6.58E-36,4.32E-14
10,1.14,8.61E+06,2.5737E-37-2.3963E-37i,6.9790E-38-8.2985E-39i,4.8185E-36+2.7554E-36i,5.02E-35,4.32E-14
10,1.14,8.86E+06,-3.7850E-38+7.0854E-39i,-8.6037E-39-3.6720E-38i,6.1480E-41+1.4967E-39i,2.27E-36,4.32E-14
10,1.14,9.07E+06,-2.7007E-37+1.9650E-38i,2.4699E-37-1.5904E-38i,-3.3015E-37-3.7109E-37i,2.97E-34,4.32E-14
10,1.14,9.48E+06,5.1774E-39-2.1630E-39i,-2.4069E-39+6.3213E-38i,-4.7531E-39+5.9283E-39i,6.09E-37,4.32E-14
10,1.14,9.50E+06,6.3287E-39+1.3029E-38i,-1.0173E-37+4.6403E-38i,4.0051E-37+9.6150E-38i,1.31E-35,4.32E-14
10,1.16,2.45E+06,5.4627E-40-1.1705E-40i,-1.1575E-38-1.1786E-36i,1.0847E-38-8.5050E-39i,6.84E-37,4.32E-14
10,1.16,2.50E+06,-2.1405E-38-2.7690E-38i,1.3058E-36-5.8435E-37i,-1.0972E-34-7.0000E-35i,1.36E-34,4.32E-14
10,1.16,2.85E+06,-6.4723E-39-5.5310E-39i,2.5469E-37-3.4775E-36i,4.9451E-38+8.3619E-39i,1.43E-35,4.32E-14
10,1.16,2.95E+06,-1.0412E-38+3.2893E-39i,8.2488E-38+5.8236E-38i,-7.9421E-38-2.3588E-38i,3.64E-35,4.32E-14
10,1.16,3.02E+06,-1.1271E-35-3.2380E-35i,8.8074E-37+3.2580E-38i,1.7982E-37-3.8849E-38i,5.69E-34,4.32E-14
10,1.16,4.56E+06,-2.2295E-38+1.6564E-38i,-3.9696E-37-3.0615E-37i,1.7961E-35-1.3089E-35i,5.43E-35,4.32E-14
10,1.16,4.57E+06,1.0638E-39+9.1683E-40i,-1.4344E-38-4.6732E-37i,-1.0309E-38-2.2971E-39i,4.30E-37,4.32E-14
10,1.16,4.72E+06,-2.1931E-40-1.7710E-39i,-1.3002E-39+2.7323E-39i,5.4782E-40+3.6535E-41i,2.78E-37,4.32E-14
10,1.16,5.69E+06,-5.5871E-38-5.6826E-38i,-3.3794E-37+3.0209E-37i,-1.1633E-39+3.8287E-39i,6.99E-36,4.32E-14
10,1.16,6.10E+06,2.4596E-39+2.6539E-39i,6.3721E-37-4.7492E-37i,2.1397E-38-3.9129E-39i,4.00E-36,4.32E-14
10,1.16,6.13E+06,-9.5647E-38-1.0150E-36i,7.8990E-37-1.2155E-36i,-1.9257E-35+1.5179E-36i,7.55E-35,4.32E-14
10,1.16,6.38E+06,3.3759E-38-4.7580E-38i,5.1835E-39+1.1162E-37i,-9.0936E-38-4.9812E-38i,9.18E-36,4.32E-14
10,1.16,6.41E+06,-2.5380E-37+1.4089E-37i,-1.8320E-37+5.0815E-38i,-2.5461E-37-2.2103E-37i,1.91E-35,4.32E-14
10,1.16,6.44E+06,-2.4199E-38+1.0971E-38i,4.0195E-37+1.1603E-36i,4.9794E-36+1.6739E-35i,7.41E-35,4.32E-14
10,1.16,6.49E+06,-3.2903E-38-1.7226E-38i,1.0158E-36-2.9510E-36i,8.3280E-38-6.4334E-38i,4.94E-36,4.32E-14
10,1.16,6.51E+06,6.5555E-38-2.0898E-38i,-3.9394E-37-1.4886E-36i,-1.2906E-36+1.5848E-35i,6.43E-35,4.32E-14
10,1.16,6.75E+06,-3.1273E-39-1.5948E-39i,-6.5346E-38+3.6887E-39i,-1.1946E-37-1.7310E-38i,2.00E-35,4.32E-14
10,1.16,6.77E+06,-9.8803E-37+1.0408E-37i,-1.4634E-37+1.7655E-36i,-1.2987E-37-1.4574E-36i,4.26E-35,4.32E-14
10,1.16,7.23E+06,-1.7831E-37+3.1418E-38i,6.9993E-38-5.0834E-38i,1.4906E-38+3.5618E-37i,3.32E-36,4.32E-14
10,1.16,7.25E+06,6.2506E-36-8.8417E-37i,4.2069E-37+1.8739E-36i,1.3781E-37+5.6034E-37i,1.60E-35,4.32E-14
10,1.16,7.38E+06,-1.1761E-38-1.5775E-39i,2.9886E-37-2.0056E-36i,-3.4944E-37+4.4519E-38i,1.58E-36,4.32E-14
10,1.16,7.38E+06,-4.5092E-38+2.3733E-38i,-3.9119E-38-1.9295E-36i,9.8552E-36-2.8990E-36i,1.92E-35,4.32E-14
10,1.16,7.82E+06,-8.3466E-36+1.6535E-36i,-2.4888E-37+2.4200E-37i,8.6698E-37-5.6056E-37i,2.99E-34,4.32E-14
